"AT","AP","AH","AFDP","GTEP","TIT","TAT","TEY","CDP","CO","NOX"
29.103,1011.8,53.263,4.2837,26.161,1093.3,549.8,133.78,12.247,1.3924,71.767
18.733,1018,81.379,3.5749,25.393,1090.8,549.91,134.23,12.032,1.2336,71.377
20.019,1012.7,96.252,4.0726,22.695,1067.1,549.94,121.32,11.303,2.5708,53.689
13.766,1013.3,76.957,4.2008,31.289,1100,534.26,155.85,13.615,1.2303,69.241
9.2486,1021.1,96.156,3.1075,23.042,1066.6,550.05,126.53,11.316,1.7925,68.853
23.569,1013.5,73.744,3.92,19.813,1057,549.96,108.89,10.511,4.0658,53.419
19.373,1011.5,85.415,3.6175,24.984,1088.7,550.09,133.56,12.079,1.9286,65.835
9.8014,1023.1,76.525,5.2605,33.332,1100.2,525.45,164.69,14.297,0.67025,62.432
16.607,1025.7,70.493,5.5319,31.056,1099.9,537.56,153.99,13.683,1.3506,61.343
9.4694,1016,74.788,3.1241,26.931,1072.4,549.89,128.94,11.618,5.0316,76.408
17.107,1013.4,71.577,3.6431,25.715,1080.1,550.17,134.45,11.984,1.3062,60.047
11.601,1018.7,88.23,2.6217,22.723,1064.3,549.83,122.38,11.227,2.2907,68.5
11.604,1012.1,79.39,4.001,24.338,1086.5,550.07,134.75,11.905,1.2255,77.901
19.205,998.32,66.256,4.6487,23.867,1075.6,546.63,127.96,11.664,4.4215,73.654
19.558,1008,81.657,2.7954,19.69,1048.7,550.08,109.12,10.416,5.3419,51.366
29.152,1018,52.357,3.9892,25.312,1080,550,127.16,11.983,1.7971,50.017
18.728,1008.6,85.933,4.6533,28.907,1099.8,542.36,148.8,13.106,1.2364,73.186
25.951,1007.7,60.724,4.1165,25.943,1092.8,549.9,134.52,12.132,1.2019,67.963
18.206,1011.4,87.358,3.6115,25.306,1090.4,549.99,135.07,12.04,1.5455,69.524
13.121,1016.9,93.455,2.5741,19.266,1054.1,549.76,109.89,10.444,3.1381,61.508
16.316,1023.4,89.606,3.441,24.705,1087.9,550.09,132.86,11.939,2.6728,68.225
27.616,1012.4,60.252,4.6502,30.593,1099.7,538.19,148.29,13.315,0.74091,57.798
28.876,1013.2,51.996,4.269,26.204,1094,550.08,133.84,12.162,1.8679,84.276
20.109,1018.6,65.022,3.2677,23.223,1073.6,550.12,126.48,11.677,2.5014,47.909
29.43,1010.6,55.714,4.464,29.697,1099.7,545.81,147.1,13.099,1.348,54.009
17.293,1014.5,95.667,4.578,24.744,1087.4,550.25,133.19,11.958,2.6299,67.436
13.813,1013.7,88.161,4.9017,31.655,1100,532.83,156.72,13.749,0.88591,66.727
19.933,1013.7,91.353,3.4415,19.393,1056,550.01,109.23,10.48,4.3561,54.108
17.866,1020.3,81.82,3.4273,18.696,1043.5,549.69,104.48,10.225,5.9955,63.175
15.08,1028.1,65.776,3.2344,18.925,1055.6,549.25,110.7,10.47,3.7176,77.412
1.1444,1017.5,76.4,2.6906,21.342,1064.5,549.9,123.48,11.152,3.0572,80.607
10.471,1021.3,92.272,4.0476,33.343,1099.9,526.31,163.18,14.161,0.43489,57.936
26.989,1008,72.57,3.6224,24.319,1083.1,549.86,128.04,11.771,1.0621,58.72
25.487,1016.9,67.38,3.2109,19.709,1047.9,550.41,106.37,10.382,3.6723,46.817
17.12,1013.4,92.146,3.4907,18.537,1041.1,549.17,103.49,10.087,8.1851,77.727
21.276,1012.6,82.541,3.6178,25.092,1088,550.07,132.33,12.021,1.7807,62.611
30.13,1010.7,34.235,4.3431,31.107,1099.9,541.9,151.39,13.408,1.8025,54.308
20.11,1014.4,90.553,3.153,19.637,1057.8,549.98,110.77,10.505,3.1698,57.728
12.206,1016,90.547,4.4586,20.664,1061,549.21,116.36,10.835,3.2078,79.478
4.9922,1012.4,92.788,4.4384,24.663,1084.6,547.17,137.7,12.065,1.5995,81.388
25.604,1011.4,70.585,4.1294,25.642,1090.7,549.83,133.19,12.204,1.69,67.062
12.094,1020.4,59.914,3.4517,27.947,1086.9,549.94,139.14,12.303,2.133,67.328
19.709,1023,72.731,4.133,32.027,1100,538.53,155.8,13.668,1.1733,80.123
20.006,1009.6,71.11,4.1523,31.275,1100,535.93,151.77,13.546,0.3387,61.599
11.046,1014.6,71.695,4.3033,26.872,1089.3,542.23,143.17,12.637,0.74857,73.889
26.14,1013.3,57.828,4.979,23.426,1078.9,550.21,123.36,11.598,2.1649,59.056
15.304,1000.3,65.933,3.0021,24.361,1085.2,549.86,134.06,11.896,1.2791,77.036
22.701,1007.8,94.198,4.367,25.606,1090,549.91,133.94,12.082,1.5729,58.158
11.299,1014.7,71.101,3.0654,25.188,1068.7,549.97,125.94,11.456,3.7553,71.636
3.0069,1016.7,90.792,3.998,23.262,1084.5,549.95,134.3,11.895,1.4987,60.38
30.785,1013.2,50.481,3.9954,26.363,1095.8,550.21,133.77,12.251,1.4192,66.272
17.12,1014.8,83.796,3.6496,26.23,1090,550.23,140.23,12.399,1.6611,54.401
15.565,1020.6,70.254,2.862,24.536,1087.8,550.04,134.53,12.033,0.8492,62.931
13.698,1026.3,78.114,4.7263,24.703,1087.5,549.77,133.46,11.95,0.75503,79.705
26.491,1013.3,60.617,3.2872,20.405,1051.4,550.46,108.63,10.494,3.4081,42.49
10.934,1003.3,98.564,4.4811,35.345,1099.8,522.43,165.05,14.343,1.8227,73.704
12.79,1013.6,80.538,4.3176,32.534,1100,529.22,159.8,13.974,0.75762,63.876
21.112,1012.8,91.027,5.2525,30.872,1099.9,543.04,149.29,13.324,1.1268,56.607
16.656,1011.2,99.128,3.3583,19.633,1048.4,550.18,109.95,10.351,4.6299,61.72
28.033,1007.9,53.967,3.4727,21.262,1063.4,549.22,113.85,10.837,3.379,55.161
24.172,1015.2,69.995,2.9418,20.098,1058.3,549.98,109.09,10.602,4.2482,55.618
14.867,1009.2,98.906,3.6445,19.843,1058,550,112.65,10.414,3.8701,69.259
28.8,1007.1,58.833,4.6533,26.648,1094.4,548.34,135.16,12.301,1.364,65.096
6.5786,1025.4,87.627,4.2456,24.416,1089.8,549.89,135.54,12.119,1.3271,83.54
29.162,1014.5,50.499,4.7821,30.651,1100,538.62,149.75,13.294,1.4109,60.208
23.322,1015.6,65.091,3.8113,24.227,1077.5,550.19,128.2,11.818,2.1668,55.244
24.628,1011.2,72.528,3.9652,25.306,1082.6,550.06,131.88,12.006,1.8147,41.461
15.22,997.33,95,5.1606,23.293,1077.1,550.08,127.86,11.506,1.495,71.863
21.503,1009.7,80.859,3.6731,24.978,1089.3,550.13,133.87,12.001,0.91033,62.16
10.992,1016,75.2,4.3769,27.644,1076.9,532.32,140.99,12.706,3.7173,79.271
18.49,991.63,66.009,4.6003,33.248,1100.1,529.79,156.48,13.88,1.2879,84.383
26.178,1007.4,81.871,4.3022,25.898,1092,550.42,133.76,12.077,1.8088,61.479
21.664,1014.6,78.933,3.4583,21.954,1064.6,549.86,119.76,11.219,2.4527,51.923
23.091,1007.2,83.058,3.7041,24.427,1074.4,550.11,127.24,11.613,2.5689,50.507
14.299,1012.6,94.903,4.5873,24.532,1086.4,549.87,133.49,11.845,2.3217,66.8
25.231,1016.3,55.436,3.2343,22.075,1060.5,548.08,116.77,11.094,3.6166,47.589
22.122,1009.8,96.839,4.2185,20.039,1058.1,549.92,109.95,10.486,4.7404,51.691
14.04,999.85,93.151,3.7022,25.466,1078,550.14,134.41,11.98,1.4639,62.024
3.9947,1019,94.028,5.9859,34.269,1100,524.97,167.4,14.303,0.37583,61.567
22.035,1010.6,80.381,4.0464,25.317,1089.7,549.96,133.71,12.149,1.7405,63.679
27.98,1003.8,67.723,4.2339,25.646,1081.3,549.99,129.2,11.908,1.4499,50.899
34.994,1007,39.617,4.1921,26.161,1086.5,550.08,130.72,12.187,2.7817,56.916
18.761,1010.4,80.073,3.4199,25.306,1088.3,550.15,133.06,11.939,1.1716,66.908
15.901,1012.1,84.018,4.6059,31.965,1100,538.53,156.81,13.601,1.5147,62.226
19.993,1012.4,81.224,4.2296,33.124,1099.6,531.15,154.2,13.76,1.7954,81.288
30.958,1009.6,51.552,4.4816,30.097,1099.8,540.26,147.64,13.232,0.30669,55.984
24.067,1014.7,78.61,4.2047,25.217,1089.4,549.9,132.78,12.16,2.0162,60.148
26.771,1010.9,47.94,3.6995,20.367,1060.2,549.91,110.09,10.694,3.3067,53.536
28.954,1011.3,55.139,4.6247,30.353,1100.1,538.56,149.04,13.376,0.3192,53.65
24.192,1009.3,95.465,3.8532,22.642,1064.8,550.24,118.49,11.134,2.6101,48.297
26.801,1014.9,68.336,4.1065,23.961,1072.6,549.83,122.78,11.594,1.8957,52.116
19.183,1011.3,88.365,5.0137,30.546,1100.2,536.52,152.81,13.501,1.1255,66.702
24.379,1004.3,95.942,5.0216,29.301,1099.3,548.84,144.36,12.962,0.86306,52.907
14.401,1005.7,94.411,3.694,26.082,1080.6,550.02,136.54,11.998,0.90894,63.789
11.145,1007.3,88.353,3.2896,24.819,1086.3,548.78,135.9,11.898,2.0247,79.529
24.567,1018.1,45.084,2.8886,18.497,1043.2,549.98,103.42,10.236,5.0966,59.308
21.312,1007.2,98.597,4.6701,25.819,1092.5,550.11,135.79,12.16,4.57,67.132
25.878,1008.1,81.754,4.2992,26.094,1092.8,549.89,134.03,12.214,4.2766,66.448
10.441,1024.4,60.466,4.4374,31.625,1100.1,536.14,158.71,13.866,2.2232,49.94
19.068,1020,79.13,4.3217,24.774,1089.2,550.01,133.62,11.973,0.85981,62.074
20.989,1017.4,58.722,3.4303,24.287,1078.7,549.98,129.71,11.825,1.9856,52.176
27.543,1012.7,45.4,4.3285,30.334,1100,543.64,149.17,13.275,1.5891,54.982
15.37,1012.5,75.739,3.8282,25.379,1088.7,550.1,134.72,12.096,1.2621,61.008
20.563,1007.3,90.356,3.6725,23.977,1072.2,549.88,125.92,11.587,2.5791,53.19
14.687,1019.8,79.095,3.1632,22.712,1070.9,549.84,125.88,11.399,2.9788,56.466
19.934,1015.8,98.175,4.1246,23.022,1068.6,550.02,122.23,11.304,1.9908,51.637
30.26,1014.2,53.757,5.1297,30.362,1099.9,538.94,148.18,13.35,0.90514,59.703
14.26,1013.9,94.426,2.5578,19.007,1052.1,550.05,108.68,10.337,5.5951,59.604
26.15,1005.7,79.139,3.8505,25.919,1092.5,550.14,134.38,12.276,0.12592,58.453
28.97,1011.5,53.798,5.3926,30.986,1100,543.25,148.6,13.322,1.6482,56.566
28.182,1009.2,59.188,4.4567,30.489,1100,543.74,148.23,13.24,2.094,54.633
25.893,1011.7,72.621,4.4734,30.233,1100,543.91,148.45,13.291,1.5884,54.568
9.798,1008.1,93.223,2.8981,18.861,1032.4,538.73,103.76,10.172,9.8616,93.755
10.488,1021.8,87.339,2.9891,24.157,1086.7,549.84,134.86,11.86,1.3991,75.999
25.521,1007.5,66.106,3.9542,25.709,1092.7,550.3,134.71,12.147,0.42369,68.395
23.304,1013.1,80.345,5.2495,25.622,1091.3,550.2,133.6,12.201,1.3509,60.879
10.937,1003.1,100.14,3.3036,24.317,1084.3,550.11,133.95,11.829,3.0298,78.235
16.26,1021.7,82.229,4.3321,24.861,1089,549.79,133.82,11.98,1.2292,69.805
10.692,1006.9,78.953,3.1014,25.786,1077.9,550.13,133.23,11.747,3.5066,68.439
21.084,1010.4,83.675,4.1762,25.226,1088.4,550.41,133.33,12.052,5.0592,69.647
15.207,1012.2,93.238,5.3085,31.444,1100.2,532.32,157.53,13.815,1.3868,66.645
15.27,999.93,65.554,2.9997,24.49,1085.7,549.66,134.45,11.933,1.3198,77.549
7.1495,1005.7,99.138,6.2186,33.081,1100.2,529.41,163.1,14.014,0.60724,85.693
21.295,1009.9,100.06,4.5054,25.57,1090.8,550.14,133.85,12.234,1.6961,60.537
21.048,1010.9,97.815,5.3752,31.32,1099.7,541.37,149.67,13.377,1.1944,54.56
23.508,1008.1,51.618,4.3567,31.311,1100,541.23,151.81,13.461,2.1302,56.802
13.89,1011.3,92.947,3.3609,24.761,1087.5,550.1,134.8,11.987,1.5252,69.461
20.445,1018,49.139,3.1867,20.987,1058.3,549.96,115.05,10.894,3.5189,62.299
31.841,1005.9,55.645,4.1182,28.815,1099.1,549.13,144.06,12.917,2.166,49.246
18.575,1009.4,89.086,5.084,23.779,1080,549.9,127.78,11.656,1.7952,65.961
24.531,1009.3,84.604,4.2,20.294,1058.8,549.98,109.89,10.611,4.4149,49.663
26.228,1007.8,67.678,4.4507,25.735,1091,549.85,133.81,12.141,1.5155,65.404
22.795,1009.6,94.506,3.1971,20.194,1060.6,550.18,112.68,10.694,1.6484,50.348
16.404,1013.2,78.448,3.1763,22.763,1064.3,550.36,122.99,11.262,1.0261,57.412
26.948,1014.2,60.369,4.3559,25.633,1092.1,549.71,132.8,12.161,1.1492,65.581
26.393,1006.8,81.611,3.936,23.739,1070,550.39,121.94,11.399,2.1182,45.62
20.403,1003.6,84.484,4.4156,30.652,1099.9,538.37,151.07,13.341,1.1639,54.935
8.155,1019,81.261,2.591,21.888,1062.5,549.96,121.95,11.04,2.2827,73.921
9.0265,1019,76.868,3.0772,24.015,1085,550.04,134.37,11.88,3.2891,85.914
25.17,1015.4,67.61,5.3418,31.544,1099.9,540.37,150.5,13.497,1.2249,52.805
21.66,1015.1,67.498,3.466,25.291,1090.1,550.15,133.8,12.082,1.3973,69.722
23.364,1009,92.026,4.1365,23.991,1069.4,547.81,123.51,11.537,2.5365,50.562
18.501,1015.2,87.683,2.9059,19.542,1050.4,550.36,110.33,10.455,4.2852,51.607
6.4003,1021.4,76.084,3.9016,33.751,1100,530.09,165.38,14.24,0.77341,56.716
18.621,1013,70.956,4.2929,24.741,1088.5,549.58,133.71,11.955,1.4968,72.6
10.037,1008.6,85.388,3.8421,31.751,1100,538.05,158.55,13.708,2.8294,60.252
18.561,1003.5,75.124,5.8851,31.387,1100.2,536.56,154.74,13.518,0.76599,66.77
21.651,1012.6,82.389,2.9477,19.618,1056.7,549.93,110.07,10.424,2.4328,58.221
27.185,1011,82.872,4.4049,26.452,1094.1,549.94,134.78,12.287,0.74976,57.362
27.535,1003.4,69.751,4.6525,30.338,1099.9,545.96,148,13.104,1.789,56.584
12.501,1007.9,87.732,4.0717,31.851,1099.8,532.47,158.51,13.743,0.56545,70.051
11.44,1022.5,90.755,4.0718,23.801,1083.7,550.01,132.38,11.841,2.2309,81.64
7.4649,1009.6,96.515,4.7244,32.879,1099.9,527.6,164.58,14.073,0.23934,68.939
18.523,1013.8,79.006,3.2007,19.4,1055.4,550.12,110.22,10.425,3.9901,62.641
12.952,1009,97.648,3.7592,25.07,1086.3,550.07,133.72,11.852,1.5577,58.44
5.3449,1021.1,91.843,4.1819,23.648,1084.2,549.91,133.64,11.757,1.5613,84.422
22.466,1008.4,78.738,4.9016,31.661,1099.4,539.04,150.53,13.55,1.1352,49.469
27.303,1009.3,57.089,4.75,30.547,1100,538.69,150.05,13.261,1.6866,64.286
2.4212,1010.6,76.527,5.582,34.253,1100.3,525.98,168.1,14.224,0.37156,69.399
23.837,1016.5,63.716,3.8545,27.648,1096.4,549.72,141.88,12.671,1.7198,54.144
15.277,1005,96.66,3.3298,25.074,1086.1,550.04,133.49,11.858,1.3124,62.624
20.615,1015.3,94.799,4.5548,25.17,1089.4,550.23,133.74,12.203,1.8634,62.552
9.1004,1003,96.006,4.2451,23.966,1084.7,549.98,134.7,11.943,1.6961,76.684
14.269,1016.4,61.825,4.0316,35.586,1100,536.91,156.84,13.797,2.7589,58.264
28.143,1009.9,80.136,4.2154,26.05,1093.2,550.03,133.83,12.239,1.4689,59.426
12.68,1022.8,100.01,4.8755,25.281,1078.9,550.08,134.67,12.016,0.83718,62.721
22.625,1009.9,65.06,3.6981,20.416,1060.1,550.02,111.15,10.667,4.1634,59.462
7.6414,1008.3,92.318,3.2844,24.224,1074.5,549.65,133.96,11.683,0.7045,62.699
14.209,1018.2,73.576,4.1516,24.128,1085.8,550.02,132.9,11.866,2.1207,70.813
27.454,1011.3,58.583,4.4528,30.625,1100.2,537.86,151.04,13.359,0.76132,56.387
16.889,1013.2,88.627,3.6936,26.447,1092.1,550.11,141.15,12.423,2.389,58.656
31.445,1009.6,50.129,4.4502,26.577,1094.3,550.26,133.79,12.292,0.27487,63.475
21.466,1006.3,100.05,4.695,25.935,1092.1,550.07,135.74,12.101,4.1351,66.012
2.859,1022.6,80.372,4.5925,33.85,1100,528.66,167.63,14.345,2.2589,49.057
22.539,1013.9,80.131,3.3788,21.897,1062.9,550.23,117.91,11.114,4.1122,52.603
21.309,1014.1,75.769,4.4446,30.931,1099.5,535.7,153.66,13.574,0.86894,61.132
29.158,1008.8,77.791,4.2447,25.681,1081.1,549.64,128.64,11.956,1.6401,50.691
11.349,1019.9,100.15,4.2576,33.036,1099.9,530.35,158.2,13.884,0.91146,71.69
30.183,1009,69.401,4.3728,26.6,1095.3,550.08,134.82,12.319,1.8511,62.122
19.83,1017.5,61.766,3.3974,30.574,1080.4,550.08,132.35,11.925,1.1503,64.686
11.656,1014.7,85.518,2.8115,19.231,1046.9,550.28,109.28,10.397,5.5497,66.497
15.424,1020.5,92.262,3.161,25.025,1083.9,549.93,133.82,11.881,1.4403,62.029
9.1267,1016.8,77.885,2.6619,21.727,1064.7,550,123.37,11.249,0.87833,70.304
25.859,1010.9,68.625,4.1084,25.8,1091.6,549.74,133.88,12.182,1.6148,67.685
21.005,1003.4,75.51,5.9491,31.165,1100,537.17,151.06,13.412,2.1684,72.297
4.4902,1015.5,82.34,4.0056,32.931,1099.8,532.73,164.09,14.083,0.66337,58.369
7.1476,1018.5,78.347,5.2597,33.284,1100.2,525.76,164.68,14.288,0.92138,68.682
23.979,1007.4,97.286,5.1292,29.873,1099.9,547.02,145.57,13.078,1.526,53.807
9.9457,1027.5,65.562,4.883,30.836,1096.7,532.14,156.32,13.572,0.96679,66.563
29.427,1014,57.654,4.1536,26.23,1094.8,550.07,133.81,12.307,0.069705,60.488
10.378,1011.6,93.689,4.3363,25.003,1085.4,546.56,137.35,12.136,0.7027,73.935
25.24,1018.9,68.029,4.3563,25.654,1092.1,550.1,133.31,12.05,1.4582,67.834
9.9235,1019.9,98.392,4.5537,19.403,1052.4,546.86,112.19,10.606,4.9137,86.394
24.77,1012.7,63.732,4.748,31.124,1099.9,540.36,151.58,13.45,1.5543,55.803
7.2108,1018.5,91.57,4.2137,29.794,1100.2,534.39,159.62,13.523,0.69485,64.383
9.1772,1033.5,72.525,4.403,31.967,1099.9,534.77,158.78,13.919,1.8908,46.865
6.7924,1024,54.537,3.0744,26.38,1072.3,550,128.89,11.54,3.6957,73.591
10.562,1016.6,84.588,3.306,23.788,1075.6,550.37,130.35,11.606,2.1268,58.579
16.23,1011.9,91.038,4.1438,30.922,1100,536.3,152.85,13.528,0.59289,63.502
10.783,1025.7,76.751,4.4105,28.202,1092.6,538.33,148.07,12.98,0.75162,71.708
24.715,1011.8,58.27,4.2108,30.561,1099.9,543.01,148.49,13.262,1.5649,58.087
18.354,1011,70.533,3.5262,25.563,1080,549.98,133.98,11.985,1.9738,64.002
21.997,1015.4,95.997,3.5839,19.865,1057.9,550.08,110.34,10.482,5.1427,54.184
22.125,1010.8,57.783,4.1063,30.214,1099.8,544.19,150.51,13.253,1.9175,55.272
10.665,1006.2,93.037,2.4758,19.1,1050.3,547.79,109.93,10.455,7.9442,88.996
26.439,1011.4,63.311,4.5908,25.794,1091.9,549.94,133.12,12.241,1.3593,64.239
33.699,1011.2,38.914,4.9169,30.295,1100.2,540.67,145.87,13.156,1.7025,80.808
8.5054,1024.1,78.37,2.5429,21.319,1063.4,550.42,122.11,11.204,2.5365,73.721
28.28,1015,48.825,4.2634,30.435,1100.1,543.06,149.94,13.352,1.7549,50.125
22.269,1017.3,57.697,4.2194,29.589,1099.8,543.98,148.57,13.259,1.496,50.864
25.52,1009.6,75.683,5.0563,29.856,1099.7,546.61,146.33,13.05,0.92014,51.972
7.545,1011.3,83.184,3.9807,23.374,1082.9,550.04,133.73,11.757,1.7521,82.318
7.1613,1002.7,99.819,2.5276,19.477,1034.7,535.45,109.81,10.52,11.717,97.364
18.301,1006.9,84.547,3.2539,24.138,1082.7,549.97,129.3,11.706,1.5078,63.848
28.926,1010.9,73.758,3.9378,25.355,1079.4,550.09,127.59,11.872,2.0359,44.764
8.3002,1004.3,91.388,3.6896,28.084,1094.9,549.98,149.54,12.669,0.90955,81.474
11.55,1024.1,75.234,3.8511,23.984,1086.5,549.41,134.78,11.956,30.866,64.374
27.612,1011.3,49.901,3.8435,24.903,1080.8,550.06,129.33,11.958,3.2574,55.206
7.6804,1025.1,91.943,5.3767,33.582,1099.8,524.38,165.72,14.253,0.89408,64.483
19.294,1016.7,92.989,2.8267,19.464,1055.9,549.98,108.92,10.506,5.5603,60.003
9.2334,1014.7,100.08,5.2561,35.827,1100.2,521.76,165.4,14.451,1.5093,73.732
17.294,1011.9,85.794,4.1756,31.198,1099.8,535.35,152.9,13.577,0.41621,63.339
6.4452,1030.5,86.692,3.3279,22.991,1074.8,550.18,130.75,11.581,4.1892,71.557
4.2369,1001.9,95.205,3.445,24.587,1075.2,549.96,134.27,11.755,4.5182,69.099
17.864,1009.6,75.826,2.6907,19.224,1047,550.41,108.51,10.361,4.7804,55.739
23.011,1016.9,68.999,3.2877,23.524,1072,549.73,124.64,11.566,2.4672,51.406
11.937,1000.2,97.418,3.8444,31.553,1099.3,533.88,157.53,13.649,0.079485,67.726
15.362,1006.1,88.334,2.6466,19.332,1054.1,550.02,109.53,10.426,5.1844,65.091
5.5119,1007.6,83.994,2.5826,23.323,1081.5,549.8,133.62,11.638,2.4128,80.461
12.438,1022.7,89.87,4.826,32.61,1100,529.09,159.85,13.982,0.58427,63.733
9.3327,1007.9,97.847,2.7351,20.69,1057.2,545.82,117.03,10.858,6.31,88.632
9.0628,1014.9,51.1,4.2734,33.811,1100.1,534.38,160.52,13.909,2.1759,58.993
26.507,1012.8,80.56,4.1448,20.517,1060.7,549.87,110.29,10.668,3.4965,46.276
19.41,1012,91.38,4.1839,18.584,1049.1,549.92,103.76,10.215,5.1534,68.114
21.582,1012.7,82.319,4.2087,20.208,1059.6,550.03,111.25,10.683,4.5422,55.923
9.2879,1018.9,86.195,3.1711,25.813,1072.1,549.66,128.26,11.54,4.0463,68.581
19.496,1011.5,75.943,3.7736,27.072,1093.2,550.17,141.55,12.549,1.4603,54.709
7.8848,1020.6,85.039,3.5931,23.475,1084.4,550.03,133.69,11.888,1.0287,82.042
12.522,1007,95.943,2.5066,18.95,1052.3,549.45,109.21,10.254,7.1305,80.304
21.635,1006.5,81.922,4.1408,29.75,1099.7,545.89,148.59,13.163,0.90861,49.993
13.064,1019.8,71.516,3.2703,24.759,1087.2,550.07,133.92,11.924,1.3288,67.977
20.397,1015.7,86.075,3.8128,28.92,1100,544.58,145.48,12.948,1.6646,82.707
18.532,1010.7,94.741,4.3765,25.301,1089.5,550.01,134.06,12.14,2.3275,64.611
25.659,1014.4,73.441,4.031,26.186,1085.5,550.42,134.34,12.149,2.1279,63.573
12.738,1008.2,94.809,5.6359,32.113,1100.3,532,158.17,13.8,0.86762,64.461
23.57,1010.1,99.488,3.9759,23.405,1069.2,549.84,121.92,11.347,2.3795,46.997
32.279,1010,60.237,4.5609,26.94,1096.9,549.99,134.82,12.407,1.582,64.225
14.471,1000.8,100.06,2.7066,19.162,1052.7,550.08,108.87,10.324,5.348,65.57
23.318,1012,86.317,4.6282,29.81,1100.1,544.81,147.71,13.234,1.7739,45.744
17.839,1012.1,96.641,3.8347,24.113,1075.3,550,128.82,11.733,1.5665,50.627
28.692,1008.9,74.96,4.2622,26.3,1093,550.01,133.82,12.218,1.7005,62.383
21.63,1007.7,66.733,4.051,25.472,1089.5,550.24,133.65,11.929,1.7403,68.343
19.262,1020.4,73.078,3.6906,20.285,1053.5,549.99,111.48,10.614,4.062,63.798
23.833,1013.4,45.688,3.0012,20.762,1056.2,550.03,113.59,10.837,3.5456,56.022
22.857,1012.2,81.521,4.3327,30.057,1100,544.16,148.96,13.288,1.8784,53.738
12.79,1024.1,90.233,3.5978,18.945,1044.9,542.72,108.54,10.501,9.1943,92.93
29.089,1008.8,61.503,4.1037,26.289,1093.5,550.14,133.72,12.253,0.24076,60.231
29.681,1006.8,70.023,4.2553,25.927,1082.5,549.94,129.44,11.948,1.6622,50.625
13.617,1002.3,94.177,3.7512,24.691,1077.9,549.92,133.61,11.868,1.5333,64.337
20.904,1002.9,89.959,4.0375,25.011,1088.3,549.86,133.4,11.932,1.397,63.845
14.868,1013.2,97.788,4.0881,31.995,1099.9,534.44,154.02,13.582,1.3837,80.856
21.48,1007.6,66.964,4.0275,25.414,1088.7,550.24,133.66,12.007,1.8288,69.893
15.696,1015.8,55.803,3.4201,24.773,1089.2,550,135.11,11.992,1.2333,74.082
18.88,1015.3,96.093,3.0575,19.617,1058.5,549.86,111.64,10.455,2.117,58.984
5.3902,1010.7,78.818,2.6458,19.199,1038.5,544.66,109.37,10.37,8.1635,83.733
16.53,1020.7,73.263,3.1715,23.026,1072.6,549.94,126.54,11.603,2.0537,50.34
26.91,1006.2,74.056,5.3522,30.34,1100.1,545.83,147.38,13.173,1.5084,53.048
17.041,1020.2,71.237,3.3211,24.099,1078.5,550.18,130.58,11.842,1.8206,49.384
11.122,1019.3,93.33,3.0978,24.277,1086.2,549.91,134.33,11.838,0.40087,73.354
20.531,989.42,44.001,3.0612,25.654,1050.8,550.25,111.04,10.446,5.3423,66.545
5.1146,1004.3,92.546,5.627,32.039,1099.9,534,160.87,13.644,0.53977,76.791
30.352,1013.4,61.65,4.1603,23.952,1072.2,550.24,121.74,11.609,2.0834,52.37
15.745,1015.3,60.553,4.7111,25.059,1088.6,549.79,134.74,12.082,1.2392,76.659
11.754,1012.9,85.053,2.821,18.8,1044.4,549.44,108.13,10.332,5.154,72.482
18.657,1016.9,82.514,3.1806,26.936,1100,549.14,143.26,12.589,0.28214,64.317
22.946,1009.7,92.221,3.7504,24.356,1074.4,549.98,126.64,11.651,1.8925,48.506
14.316,1016,72.925,4.53,22.993,1076.7,550.18,126.67,11.451,1.5283,76.828
8.3626,1009.9,88.312,3.9701,24.059,1085.1,550.04,135.02,11.89,1.487,77.493
17.014,1013.2,94.901,3.0397,19.567,1057.4,549.93,111.65,10.396,3.0373,64.111
8.8891,1021.4,96.629,3.6468,23.808,1085,549.87,134.33,11.9,0.71929,79.709
26.398,1014,57.729,4.1284,25.419,1090.1,549.63,132.82,12.079,1.4671,70.41
25.682,1008.4,54.541,4.1164,25.553,1091.5,550.11,134.3,12.129,2.7075,77.816
20.094,1018.8,91.986,4.0747,31.57,1100,536.13,150.79,13.506,2.8448,69.004
21.378,1006.2,94.336,4.8826,29.739,1099.9,546.82,147.46,13.111,1.1283,55.67
26.649,1012.1,66.911,3.9106,25.212,1079.8,549.9,128.74,11.837,1.8895,54.548
23.667,1014.2,49.894,4.2567,20.824,1063.1,550.06,113.65,10.637,2.915,65.972
19.352,1000.7,91.045,3.2595,20.994,1063,550.02,114.82,10.759,2.6932,58.261
18.84,1005.2,92.456,4.5134,31.198,1100,535.4,154.42,13.554,1.8509,61.135
17.379,1013,93.933,3.7083,24.386,1086.4,549.99,132.8,11.901,1.0476,62.501
10.703,1018.5,60.473,5.3603,30.183,1099.8,538.96,153.95,13.271,0.68201,74.497
26.88,1011.8,59.218,4.3099,30.016,1100,544.94,148.31,13.192,1.4113,53.359
16.62,1019.6,41.867,3.565,32.022,1084.5,550.28,135.63,12.193,3.1479,70.141
21.554,1002.5,74.059,5.3096,25.704,1090.2,550.02,134.85,12.087,0.7172,69.748
27.975,1008.4,65.054,4.7226,30.898,1100.1,543.93,146.3,13.227,1.9415,65.05
10.593,1020,54.402,4.1808,33.685,1100.1,536.03,158.86,13.827,2.5251,57.654
